srch_id,rows,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_brand_bool,prop_location_score1,prop_location_score2,prop_review_score,booked,prop_starrating_avg,prop_location_score1_avg,prop_location_score2_avg,prop_review_score_avg
103433,1,220,,,220,42190,5,1,3.56,0.210763158,4,0,5,3.56,0.210763158,4
104115,1,219,,,219,103909,3,1,3.33,0.2681,4.5,0,3,3.33,0.2681,4.5
104201,1,219,,,219,38010,3,1,0.69,0.125509244,4.5,0,3,0.69,0.125509244,4.5
104416,1,219,,,219,34263,3,1,3.09,0.13,4.5,0,3,3.09,0.13,4.5
104764,1,219,,,219,24685,5,1,5.77,0.1163,4.5,0,5,5.77,0.1163,4.5
104782,1,219,,,219,55073,5,0,4.7,0.5509,4.5,0,5,4.7,0.5509,4.5
105320,1,55,,,31,3400,,0,6.88,0.18088,,0,,6.88,0.18088,
105557,1,100,,,100,23256,2,1,0,0.0007,3,0,2,0,0.0007,3
105755,1,31,,,31,108411,3,1,3.95,0.4185,3.5,0,3,3.95,0.4185,3.5
105781,1,219,3.34,237.98,92,20114,4,0,2.4,0.0075,4,0,4,2.4,0.0075,4
105811,1,219,,,219,6595,3,1,2.56,0.1429,4.5,0,3,2.56,0.1429,4.5
106214,1,55,,,219,22039,4,1,2.48,0.0161,3.5,0,4,2.48,0.0161,3.5
107121,1,39,,,219,7541,2,0,5.12,0.064,2,0,2,5.12,0.064,2
107575,1,100,,,100,109607,2,0,1.79,0.12448871,1,0,2,1.79,0.12448871,1
108035,1,100,,,100,49916,2,1,1.79,0.003,3.5,0,2,1.79,0.003,3.5
108423,1,100,,,219,131503,3,0,,,,1,3,1.1,0.075,4
109366,1,220,3.13,160.05,55,132196,3,1,2.64,0.0845,4,0,3,2.64,0.0845,4
109916,1,219,,,219,86989,4,1,2.4,0.0103,4,0,4,2.4,0.0103,4
110519,1,100,,,100,70676,3,1,3.56,0.2774,4,0,3,3.56,0.2774,4
111111,1,216,,,200,123569,4,0,4.44,0.746,4.5,0,4,4.44,0.746,4.5
112063,1,220,,,99,39431,3,0,5.53,0.6865,3,0,3,5.53,0.6865,3
112381,1,219,,,219,56370,2,1,1.39,0.0034,3.5,0,2,1.39,0.0034,3.5
112881,1,219,,,219,33782,2,1,1.61,0.0087,4.5,0,2,1.61,0.0087,4.5
113103,1,219,,,219,58735,2,1,3.74,0.2148,2.5,0,2,3.74,0.2148,2.5
113237,1,216,,,92,137992,4,1,1.95,0.0039,4.5,0,4,1.95,0.0039,4.5
113396,2,219,,,219,93461,5,1,4.87,0.2573,4.5,0,5,4.87,0.2573,4.5
113769,1,59,,,219,131901,4,1,4.58,0.1515,4,0,4,4.58,0.1515,4
113873,1,137,,,219,38497,3,1,1.95,0.0004,4,0,3,1.95,0.0004,4
114128,1,219,,,219,113804,3,1,2.4,0.068,4.5,0,3,2.4,0.068,4.5
114677,1,100,,,127,32758,5,1,2.77,0.1721,4.5,0,5,2.77,0.1721,4.5
114896,1,219,,,219,132562,4,1,3.14,0.0421,4,0,4,3.14,0.0421,4
115603,1,219,,,219,111211,2,1,3.43,0.0598,4.5,0,2,3.43,0.0598,4.5
116879,1,219,,,219,99482,3,1,2.3,0.2611,4.5,0,3,2.3,0.2611,4.5
118006,1,219,,,100,95604,3,0,4.13,0.1913,4,0,3,4.13,0.1913,4
118596,1,220,,,202,61327,5,0,4.99,0.1728,4.5,0,5,4.99,0.1728,4.5
118760,1,219,,,219,50409,3,0,2.64,0.0801,4.5,2,3,2.64,0.0801,4.5
119108,1,100,,,100,35469,3,1,2.89,0.4025,4,0,3,2.89,0.4025,4
119714,1,219,,,219,90225,2,0,3.81,0.1259,2.5,0,2,3.81,0.1259,2.5
120060,1,219,,,219,31463,3,0,2.48,0.125509244,3.5,0,3,2.48,0.125509244,3.5
120100,1,31,,,31,15915,4,0,6.44,0.5453,4.5,0,4,6.44,0.5453,4.5
120152,1,55,,,50,34143,3,0,1.39,0.0094,,0,3,1.39,0.0094,
120836,1,219,,,219,121219,3,1,2.83,0.1229,4.5,0,3,2.83,0.1229,4.5
121153,1,219,,,219,109431,3,0,3.4,0.125509244,4.5,0,3,3.4,0.125509244,4.5
121325,1,219,,,219,71026,3,1,3.37,0.125509244,4.5,0,3,3.37,0.125509244,4.5
121579,1,129,,,219,126657,4,1,5.96,0.1755,4,0,4,5.96,0.1755,4
121872,1,219,,,219,93978,3,1,3.09,0.4034,4,0,3,3.09,0.4034,4
122006,1,219,,,219,138229,4,1,3.26,0.1573,4.5,0,4,3.26,0.1573,4.5
122615,1,55,,,4,62437,4,0,0.69,0.116225,4.5,0,4,0.69,0.116225,4.5
123193,1,216,,,73,5786,5,0,4.87,0.1829,4,0,5,4.87,0.1829,4
123221,1,219,,,219,131723,3,1,2.64,0.1808,4.5,0,3,2.64,0.1808,4.5
123260,1,219,,,219,78572,2,1,3.64,0.0987,3.5,0,2,3.64,0.0987,3.5
123273,1,219,,,219,43997,3,1,3.89,0.1005,4.5,0,3,3.89,0.1005,4.5
123655,1,219,,,219,119527,4,1,5.18,0.8074,4.5,0,4,5.18,0.8074,4.5
124068,1,55,,,117,99987,4,0,1.39,0.038016667,,0,4,1.39,0.038016667,
124351,1,219,,,219,129900,4,0,5.04,0.46,4,0,4,5.04,0.46,4
124599,1,219,,,219,7432,5,1,4.25,0.2837,4.5,0,5,4.25,0.2837,4.5
124646,1,219,,,219,136686,4,0,3.85,0.1085,4.5,0,4,3.85,0.1085,4.5
125649,1,220,,,220,113617,5,1,4.32,0.1039,4.5,0,5,4.32,0.1039,4.5
125831,1,109,,,109,22492,2,0,3.53,0.0863,,0,2,3.53,0.0863,
126572,1,100,,,100,111635,3,0,2.71,0.12448871,4.5,0,3,2.71,0.12448871,4.5
126609,1,219,,,219,67140,4,1,4.16,0.2843,4,0,4,4.16,0.2843,4
126620,1,219,,,219,36045,4,1,4.17,0.125509244,4,0,4,4.17,0.125509244,4
128023,1,55,,,219,88697,2,1,1.39,0.0093,2.5,0,2,1.39,0.0093,2.5
128062,1,81,,,216,65007,4,0,4.03,0.03,4.5,0,4,4.03,0.03,4.5
128545,1,100,,,219,140087,3,1,2.56,0.125509244,3.5,0,3,2.56,0.125509244,3.5
130645,1,100,,,117,106247,4,0,2.77,0.0126,3.5,0,4,2.77,0.0126,3.5
131372,1,219,,,219,92259,2,1,2.64,0.0318,2.5,0,2,2.64,0.0318,2.5
131586,1,219,,,219,23350,3,1,,,,1,3,2.94,0.125509244,4
131596,1,92,,,219,53845,2,1,2.2,0.125509244,4,0,2,2.2,0.125509244,4
131777,1,100,,,100,2899,5,1,4.53,0.157,5,0,5,4.53,0.157,5
131900,1,219,,,219,85074,2,1,0,0.0138,4.5,0,2,0,0.0138,4.5
131968,1,219,,,219,14024,4,1,3.74,0.1002,4.5,0,4,3.74,0.1002,4.5
132853,1,216,,,219,30417,3,0,4.76,0.2182,4,0,3,4.76,0.2182,4
132859,1,219,,,219,10337,4,1,2.89,0.125509244,4,0,4,2.89,0.125509244,4
133085,1,219,,,219,100493,3,1,1.1,0.0149,4.5,0,3,1.1,0.0149,4.5
133213,1,219,,,219,52738,3,1,2.64,0.0732,4,2,3,2.64,0.0732,4
133285,1,219,,,219,20362,4,1,3,0.0614,3.5,0,4,3,0.0614,3.5
133567,1,219,4.45,390.84,219,91315,3,1,3.47,0.0773,4,0,3,3.47,0.0773,4
133744,1,219,,,100,133165,4,1,4.49,0.2532,4.5,0,4,4.49,0.2532,4.5
133769,1,100,,,219,1248,3,0,2.3,0.0975,3.5,0,3,2.3,0.0975,3.5
133831,1,100,,,100,112519,4,0,4.01,0.1279,4.5,0,4,4.01,0.1279,4.5
133902,1,219,,,219,36360,2,1,1.1,0.125509244,3.5,0,2,1.1,0.125509244,3.5
133905,1,219,2.57,109.12,219,112402,4,1,2.4,0.125509244,4,0,4,2.4,0.125509244,4
134228,1,219,,,219,122134,3,1,3.18,0.0877,3.5,0,3,3.18,0.0877,3.5
134249,1,219,,,219,46275,3,1,1.79,0.0336,3.5,0,3,1.79,0.0336,3.5
134857,1,220,,,220,17251,5,1,3.33,0.0355,4,0,5,3.33,0.0355,4
135044,1,55,,,129,67766,5,1,2.77,0.0172,4.5,0,5,2.77,0.0172,4.5
135058,1,219,,,219,9951,2,1,2.56,0.125509244,4,0,2,2.56,0.125509244,4
136033,1,109,,,99,53791,4,1,2.56,0.1848,4,0,4,2.56,0.1848,4
136269,1,216,,,14,86214,4,0,3.5,0.0495,5,0,4,3.5,0.0495,5
136468,1,220,,,219,41712,4,1,5.79,0.3754,4.5,0,4,5.79,0.3754,4.5
136815,1,219,,,219,26813,3,1,0.69,0.0034,4.5,0,3,0.69,0.0034,4.5
136950,1,216,,,92,34110,3,0,4.08,0.0371,,0,3,4.08,0.0371,
137046,1,219,,,219,101162,4,1,3.97,0.4358,4.5,0,4,3.97,0.4358,4.5
137231,1,100,3,192.31,219,26804,4,1,3,0.0363,4,0,4,3,0.0363,4
137469,1,220,4.3,131.71,219,47744,4,0,5.7,0.0938,4.5,0,4,5.7,0.0938,4.5
138171,1,219,,,221,39561,5,1,2.89,0.0358,4,0,5,2.89,0.0358,4
138665,1,216,,,223,135057,5,1,5.53,0.0341,5,0,5,5.53,0.0341,5
139342,1,219,,,219,125641,3,1,1.61,0.125509244,4.5,0,3,1.61,0.125509244,4.5
139557,1,219,,,219,14262,4,1,1.79,0.125509244,4.5,0,4,1.79,0.125509244,4.5
139971,1,100,,,100,27375,3,1,1.39,0.12448871,4.5,0,3,1.39,0.12448871,4.5
141460,1,219,,,219,57238,3,1,1.95,0.125509244,4.5,0,3,1.95,0.125509244,4.5
141855,1,219,,,219,16223,2,0,4.13,0.3062,2.5,0,2,4.13,0.3062,2.5
142530,1,216,,,14,36481,3,0,2.77,0.087666667,,0,3,2.77,0.087666667,
142606,1,103,,,220,46048,5,1,4.88,0.3675,4.5,0,5,4.88,0.3675,4.5
142985,1,216,,,216,61505,4,0,1.79,0.0663,4,0,4,1.79,0.0663,4
143020,1,220,,,220,17877,4,0,4.7,0.2407,,0,4,4.7,0.2407,
143122,1,129,,,205,51980,4,1,3.26,0.114766667,4,0,4,3.26,0.114766667,4
143295,1,216,,,98,22212,4,1,5.13,0.2989,4,0,4,5.13,0.2989,4
143883,1,219,,,219,68702,2,1,0,0.125509244,3.5,0,2,0,0.125509244,3.5
144190,1,219,,,219,72492,5,0,4.04,0.125509244,5,0,5,4.04,0.125509244,5
144227,1,219,,,219,63276,2,1,1.61,0.0072,3.5,2,2,1.61,0.0072,3.5
144358,1,219,,,219,118639,5,0,2.56,0.0574,4,0,5,2.56,0.0574,4
144373,1,219,,,219,62093,3,1,2.2,0.125509244,3,0,3,2.2,0.125509244,3
144387,1,219,,,219,105392,3,0,1.95,0.044,4,0,3,1.95,0.044,4
144437,1,219,,,219,42556,2,1,2.56,0.125509244,3,0,2,2.56,0.125509244,3
144763,1,219,,,219,125744,4,0,4.3,0.1491,4,0,4,4.3,0.1491,4
144825,1,219,,,219,128540,3,0,2.3,0.125509244,4.5,0,3,2.3,0.125509244,4.5
144867,1,219,,,219,65175,3,1,2.3,0.0253,3.5,0,3,2.3,0.0253,3.5
145073,1,219,,,219,69885,2,1,3.5,0.0911,3,0,2,3.5,0.0911,3
145599,1,117,,,215,29693,4,1,6.28,0.0858,4,0,4,6.28,0.0858,4
145873,1,100,,,219,110617,4,1,2.48,0.1561,4,0,4,2.48,0.1561,4
146183,1,219,,,219,50968,3,1,1.1,0.125509244,4.5,0,3,1.1,0.125509244,4.5
146184,1,117,,,81,18071,4,0,2.56,0.0236,3.5,0,4,2.56,0.0236,3.5
146718,1,220,,,220,15574,5,1,4.85,0.3442,4.5,0,5,4.85,0.3442,4.5
146903,1,220,,,103,19790,5,0,,,,1,5,4.23,0.3027,4.5
147445,1,219,,,132,120932,3,1,5.46,0.3204,4.5,0,3,5.46,0.3204,4.5
147641,1,216,,,92,133013,5,1,4.08,0.02925,4,0,5,4.08,0.02925,4
147692,1,219,,,219,58277,3,0,3.69,0.0627,4,0,3,3.69,0.0627,4
148080,1,100,,,100,105142,3,1,0.69,0.1936,4.5,2,3,0.69,0.1936,4.5
148347,1,219,,,219,128866,2,1,,,,1,2,2.4,0.125509244,3.5
148442,1,109,,,31,56159,3,0,5.27,0.0477,4,0,3,5.27,0.0477,4
149052,1,219,,,219,140336,3,1,,,,1,3,1.95,0.3258,4
149071,1,219,,,31,82391,4,0,6.3,0.1626,4.5,0,4,6.3,0.1626,4.5
149076,1,100,,,100,61820,3,1,2.2,0.0319,3.5,0,3,2.2,0.0319,3.5
149430,1,42,,,132,130393,4,1,2.4,0.0015,3.5,0,4,2.4,0.0015,3.5
150316,1,123,3,78.12,219,60171,3,1,2.48,0.0088,3,0,3,2.48,0.0088,3
150326,1,129,,,99,65952,3,0,0,0.0035,,0,3,0,0.0035,
150458,1,219,,,219,27853,2,1,2.71,0.008,2.5,0,2,2.71,0.008,2.5
151165,1,219,,,219,119653,4,0,2.2,0.1845,4,0,4,2.2,0.1845,4
151313,1,219,,,219,4161,3,1,2.3,0.0368,4.5,0,3,2.3,0.0368,4.5
151448,1,219,,,219,90776,2,1,2.2,0.0102,3,0,2,2.2,0.0102,3
151610,1,31,,,31,22981,,0,0,0.18088,,0,,0,0.18088,
151659,1,219,,,219,91002,3,1,1.1,0.125509244,4,0,3,1.1,0.125509244,4
151767,1,158,,,15,126902,4,0,4.65,0.1793,4,0,4,4.65,0.1793,4
152425,1,55,,,219,15994,4,0,5.68,0.4244,3.5,0,4,5.68,0.4244,3.5
152577,1,132,,,31,94804,3,0,3.3,0.18088,3.5,0,3,3.3,0.18088,3.5
152626,1,92,,,216,71228,2,0,3.04,0.0123,,0,2,3.04,0.0123,
152708,1,219,,,219,37381,2,1,2.2,0.0068,4.5,0,2,2.2,0.0068,4.5
152823,1,129,,,129,4168,4,1,1.79,0.0096,3.5,0,4,1.79,0.0096,3.5
153031,1,219,,,219,14844,3,1,,,,1,3,3.26,0.0573,4
153519,1,219,,,100,28132,4,0,4.19,0.12448871,4.5,0,4,4.19,0.12448871,4.5
153969,1,219,,,219,78925,2,0,0.69,0.0222,3,0,2,0.69,0.0222,3
154007,1,219,,,219,12415,3,1,2.77,0.125509244,4,0,3,2.77,0.125509244,4
154637,1,216,,,157,21182,5,0,3.66,0.298,4,0,5,3.66,0.298,4
155200,1,219,,,219,49133,3,1,2.64,0.0987,4,0,3,2.64,0.0987,4
155707,1,219,,,219,25946,2,1,1.79,0.0264,3,0,2,1.79,0.0264,3
156068,1,100,,,219,71667,3,1,1.79,0.125509244,5,0,3,1.79,0.125509244,5
156769,1,219,,,113,114986,4,0,3.04,0.1503,4.5,0,4,3.04,0.1503,4.5
156826,1,219,,,219,89750,3,1,0,0.0111,4,0,3,0,0.0111,4
156993,1,219,,,219,15640,4,1,2.56,0.004,4,0,4,2.56,0.004,4
157206,1,219,,,219,63896,2,1,3.04,0.0187,3,0,2,3.04,0.0187,3
157443,1,100,,,31,8146,4,1,6.49,0.262,4,0,4,6.49,0.262,4
157674,1,100,,,100,121368,4,1,2.08,0.0744,4,0,4,2.08,0.0744,4
157772,1,219,,,219,34196,3,0,3.43,0.0435,3.5,0,3,3.43,0.0435,3.5
157840,1,219,,,35,140383,3,0,1.39,0.0135,4,0,3,1.39,0.0135,4
158791,1,219,,,219,30470,4,0,5.62,0.1856,4.5,0,4,5.62,0.1856,4.5
159156,1,216,3.67,72.51,103,30432,5,1,2.89,0.0122,4.5,0,5,2.89,0.0122,4.5
159591,1,223,3.73,190.6,129,133579,4,1,1.61,0.1405,4,2,4,1.61,0.1405,4
159851,1,132,2,66.31,132,6052,4,0,5.79,0.6367,4,0,4,5.79,0.6367,4
160098,1,219,,,219,121702,,1,1.79,0.125509244,3,0,,1.79,0.125509244,3
160260,1,117,,,219,114209,4,1,4.28,0.3651,4.5,0,4,4.28,0.3651,4.5
160635,1,100,3.08,89.16,219,14154,2,1,1.1,0.101,4,0,2,1.1,0.101,4
160951,1,219,,,59,134061,4,1,1.61,0.4262,4,2,4,1.61,0.4262,4
161419,1,219,3.05,118.62,219,102752,3,0,5.22,0.305,4.5,0,3,5.22,0.305,4.5
161663,1,55,,,219,117742,3,0,4.58,0.1256,4.5,0,3,4.58,0.1256,4.5
161984,1,59,,,59,96230,3,1,1.39,0.204042857,3.5,0,3,1.39,0.204042857,3.5
162193,1,55,,,103,18933,5,0,4.25,0.4313,3.5,0,5,4.25,0.4313,3.5
162583,1,219,,,219,23982,1,1,2.77,0.1325,2,0,1,2.77,0.1325,2
162644,1,219,,,219,88226,3,1,2.71,0.125509244,3.5,0,3,2.71,0.125509244,3.5
162730,1,219,,,219,52032,3,1,2.71,0.084,4.5,0,3,2.71,0.084,4.5
162944,1,100,,,100,49846,2,0,2.3,0.0146,3.5,0,2,2.3,0.0146,3.5
163174,1,100,,,100,7573,3,1,2.2,0.0766,4.5,0,3,2.2,0.0766,4.5
163553,1,219,,,219,75059,3,0,2.56,0.1564,3.5,0,3,2.56,0.1564,3.5
163996,1,219,,,219,66769,4,1,2.71,0.0107,4.5,0,4,2.71,0.0107,4.5
164080,1,59,,,59,129109,4,1,2.3,0.0823,3.5,0,4,2.3,0.0823,3.5
164158,1,219,,,219,134879,4,1,3.5,0.2736,4.5,0,4,3.5,0.2736,4.5
164615,1,219,,,91,26021,4,0,3.3,0.0654,4,0,4,3.3,0.0654,4
165175,1,219,,,219,103460,3,1,0.69,0.7075,4,0,3,0.69,0.7075,4
166658,1,100,,,100,64463,2,1,1.95,0.0535,3.5,0,2,1.95,0.0535,3.5
167702,1,219,,,225,67808,3,0,2.2,0.0003,3.5,0,3,2.2,0.0003,3.5
167784,1,99,,,99,76008,2,1,3.69,0.157805263,3.5,0,2,3.69,0.157805263,3.5
167825,1,129,,,81,92479,4,1,2.48,0.0144,4,0,4,2.48,0.0144,4
168151,1,219,,,219,118655,3,0,5.75,0.4428,4,0,3,5.75,0.4428,4
168216,1,219,,,219,87036,2,1,0.69,0.0143,2.5,0,2,0.69,0.0143,2.5
168237,1,219,,,219,52527,4,0,4.88,0.133,4,0,4,4.88,0.133,4
168780,1,220,,,220,105197,4,1,2.71,0.0195,3.5,0,4,2.71,0.0195,3.5
168867,1,219,,,219,130250,3,1,2.56,0.0147,4.5,0,3,2.56,0.0147,4.5
169319,1,219,,,219,42678,3,0,2.89,0.125509244,4.5,0,3,2.89,0.125509244,4.5
169643,1,219,,,219,110189,4,0,2.48,0.0179,3.5,0,4,2.48,0.0179,3.5
169851,1,219,,,219,68798,,0,0,0.0413,4,0,,0,0.0413,4
170316,1,216,,,219,126657,4,1,5.96,0.1755,4,0,4,5.96,0.1755,4
170395,1,219,,,219,80748,3,1,1.61,0.0047,4.5,0,3,1.61,0.0047,4.5
170798,1,216,,,117,55629,4,0,3.18,0.0083,,0,4,3.18,0.0083,
171422,1,219,,,219,116296,2,1,3,0.0672,4,0,2,3,0.0672,4
171645,1,219,,,219,46944,3,1,0,0.0135,4,0,3,0,0.0135,4
172202,1,216,,,31,23251,4,0,3.61,0.0052,4.5,0,4,3.61,0.0052,4.5
172407,1,219,,,219,66253,3,0,3.69,0.125509244,2,0,3,3.69,0.125509244,2
172661,1,219,,,219,26047,3,1,1.79,0.061,2.5,0,3,1.79,0.061,2.5
173143,1,219,,,219,123459,2,1,2.48,0.0123,4.5,0,2,2.48,0.0123,4.5
174206,1,219,,,219,28664,2,1,3.4,0.1902,3,0,2,3.4,0.1902,3
174418,1,219,,,219,76075,3,1,3.18,0.0942,4.5,0,3,3.18,0.0942,4.5
174434,1,100,,,219,48280,4,0,3,0.0926,4.5,0,4,3,0.0926,4.5
174806,1,13,,,13,45824,5,0,4.17,0.0838,4,0,5,4.17,0.0838,4
174952,1,219,,,219,132713,3,1,1.95,0.0122,4,0,3,1.95,0.0122,4
175086,1,219,,,55,134945,3,0,0,0.0001,4,0,3,0,0.0001,4
175099,1,216,,,219,73912,3,1,4.32,0.1517,4,0,3,4.32,0.1517,4
175965,1,219,,,55,45313,3,1,2.71,0.065954167,,0,3,2.71,0.065954167,
176238,1,219,2.39,54.58,219,90122,3,1,2.71,0.035,3.5,0,3,2.71,0.035,3.5
176904,1,219,,,219,42553,3,1,1.61,0.125509244,4.5,0,3,1.61,0.125509244,4.5
177218,1,219,,,219,87215,4,0,3.47,0.1956,4.5,0,4,3.47,0.1956,4.5
177325,1,132,,,194,106181,5,1,0.69,0.1496,4.5,0,5,0.69,0.1496,4.5
178460,1,55,,,219,27738,3,0,2.71,0.2194,4,0,3,2.71,0.2194,4
178713,1,219,,,219,80666,3,1,1.95,0.0318,4,0,3,1.95,0.0318,4
179356,1,219,,,219,66098,2,0,3.95,0.208,4,0,2,3.95,0.208,4
179804,1,219,,,219,83026,3,1,1.39,0.0263,4,0,3,1.39,0.0263,4
180120,1,100,,,100,64017,4,1,,,,1,4,4.06,0.2904,4
180378,1,100,,,216,128224,3,0,3.5,0.148,4,0,3,3.5,0.148,4
180475,1,181,,,219,12183,4,1,1.61,0.0012,4.5,0,4,1.61,0.0012,4.5
180744,1,100,,,100,23866,2,1,1.61,0.12448871,3,0,2,1.61,0.12448871,3
181257,1,219,,,219,17018,3,1,2.83,0.0323,3,0,3,2.83,0.0323,3
181558,1,219,,,219,65218,4,1,4.9,0.8642,4.5,0,4,4.9,0.8642,4.5
182052,1,100,,,219,72672,2,1,0,0.0132,3,0,2,0,0.0132,3
182281,1,219,,,219,54100,3,1,1.79,0.125509244,4,0,3,1.79,0.125509244,4
184389,1,100,,,100,76087,3,0,4.43,0.12448871,3.5,2,3,4.43,0.12448871,3.5
184566,1,178,,,215,52256,3,1,6.24,0.3402,4.5,0,3,6.24,0.3402,4.5
184691,1,219,,,219,48671,3,1,5.79,0.0845,4.5,0,3,5.79,0.0845,4.5
184989,1,99,,,55,21378,4,1,5.43,0.0077,4,0,4,5.43,0.0077,4
185184,1,219,,,219,23734,3,1,2.2,0.0498,4,0,3,2.2,0.0498,4
185527,1,219,,,219,127949,2,1,0,0.0369,4,0,2,0,0.0369,4
185700,1,219,,,219,134115,3,1,1.79,0.125509244,4.5,0,3,1.79,0.125509244,4.5
186027,1,31,3.57,153.12,31,128016,3,0,1.1,0.007,4.5,0,3,1.1,0.007,4.5
186176,1,219,,,219,85336,3,0,3.18,0.0925,2,0,3,3.18,0.0925,2
186224,1,158,,,220,5601,5,1,3.4,0.1622,4,0,5,3.4,0.1622,4
187188,1,219,,,219,52558,3,1,1.61,0.125509244,4,0,3,1.61,0.125509244,4
187987,1,99,,,109,111091,5,0,4.23,0.0495,5,0,5,4.23,0.0495,5
188045,1,100,,,100,48535,3,1,2.89,0.0778,4,0,3,2.89,0.0778,4
188263,1,219,,,219,41329,3,1,2.4,0.0136,4.5,0,3,2.4,0.0136,4.5
188644,1,219,,,219,81214,3,1,3.95,0.4331,4.5,0,3,3.95,0.4331,4.5
188660,1,57,,,38,9839,4,0,3.69,0.0612,,0,4,3.69,0.0612,
188736,1,219,,,219,87865,4,1,1.95,0.2361,4,2,4,1.95,0.2361,4
189677,1,129,,,129,75523,5,1,4.93,0.045,4.5,0,5,4.93,0.045,4.5
189681,1,31,,,219,107732,4,0,5.23,0.5378,4,0,4,5.23,0.5378,4
189757,1,219,,,219,55050,2,1,3.14,0.1435,3.5,0,2,3.14,0.1435,3.5
190146,1,219,,,219,93454,3,1,1.1,0.125509244,4.5,0,3,1.1,0.125509244,4.5
190724,1,219,,,219,60049,3,1,2.64,0.6165,4.5,0,3,2.64,0.6165,4.5
190933,1,219,,,219,116793,2,1,2.08,0.125509244,4,0,2,2.08,0.125509244,4
191250,1,4,,,98,134546,3,0,4.16,0.310383333,,0,3,4.16,0.310383333,
191911,1,219,,,219,91667,2,1,1.39,0.0226,3.5,0,2,1.39,0.0226,3.5
192054,1,219,,,219,58298,4,1,2.71,0.125509244,4,0,4,2.71,0.125509244,4
192184,1,219,,,219,71333,,0,1.39,0.125509244,3.5,0,,1.39,0.125509244,3.5
192278,1,219,,,219,137054,3,1,3.04,0.0915,4.5,0,3,3.04,0.0915,4.5
192571,1,216,,,55,71069,5,1,5.31,0.0226,4.5,0,5,5.31,0.0226,4.5
192750,1,219,,,219,19538,3,1,1.61,0.0239,4,0,3,1.61,0.0239,4
193324,1,219,,,219,30714,2,1,1.39,0.0015,3.5,0,2,1.39,0.0015,3.5
193447,1,100,,,100,50151,5,0,4.85,0.7719,4.5,0,5,4.85,0.7719,4.5
193838,1,100,,,100,138174,4,1,3.61,0.1228,4.5,0,4,3.61,0.1228,4.5
193865,1,219,,,219,128348,2,1,0.69,0.0049,4,0,2,0.69,0.0049,4
194566,1,219,,,55,117904,3,1,0.69,0.065954167,3,0,3,0.69,0.065954167,3
195197,1,158,,,158,111262,3,1,1.1,0.0478,1,0,3,1.1,0.0478,1
195329,1,219,,,219,63197,2,1,1.39,0.0121,4,0,2,1.39,0.0121,4
195932,1,219,,,219,69261,5,1,5.97,0.2652,5,0,5,5.97,0.2652,5
195959,1,31,,,31,94457,3,0,4.73,0.0232,4,0,3,4.73,0.0232,4
196925,1,219,2.57,191.34,81,37,5,0,1.1,0.0144,5,0,5,1.1,0.0144,5
197443,1,219,,,219,15566,2,1,1.95,0.0022,3,0,2,1.95,0.0022,3
197649,1,219,,,219,113200,4,1,2.08,0.036,4.5,0,4,2.08,0.036,4.5
198229,1,219,,,219,134459,3,0,2.48,0.0381,4.5,0,3,2.48,0.0381,4.5
198246,1,219,,,219,53727,,0,1.39,0.125509244,5,0,,1.39,0.125509244,5
199432,1,32,,,41,126755,4,0,5.76,0.3942,3.5,0,4,5.76,0.3942,3.5
200102,1,59,,,59,94434,4,0,3.43,0.1117,4.5,0,4,3.43,0.1117,4.5
200169,1,219,,,219,75012,2,1,2.4,0.0178,3.5,0,2,2.4,0.0178,3.5
200609,1,219,,,103,67121,4,0,3.53,0.204133333,,0,4,3.53,0.204133333,
200768,1,219,,,219,138036,3,1,2.2,0.125509244,4,0,3,2.2,0.125509244,4
201136,1,219,,,219,110073,3,1,2.56,0.125509244,4,0,3,2.56,0.125509244,4
201141,1,55,,,215,37834,4,1,,,,1,4,4.22,0.0207,4
201159,1,219,,,219,74150,2,1,0,0.0023,3.5,0,2,0,0.0023,3.5
201214,1,100,,,219,25979,2,1,3.5,0.0633,3,0,2,3.5,0.0633,3
201361,1,103,,,216,19748,3,0,4.19,0.0075,4,0,3,4.19,0.0075,4
201495,1,206,,,219,46134,4,0,4.38,0.2018,5,0,4,4.38,0.2018,5
201936,1,216,,,117,111645,5,1,3.71,0.0116,4,0,5,3.71,0.0116,4
202231,1,219,,,219,70078,4,1,,,,1,4,5.95,0.1983,4.5
202513,1,219,,,219,74220,2,1,2.94,0.0647,4,0,2,2.94,0.0647,4
202674,1,219,,,219,121315,3,1,1.61,0.02,4.5,0,3,1.61,0.02,4.5
203336,1,100,,,100,17588,3,1,1.61,0.0005,5,0,3,1.61,0.0005,5
204319,1,219,,,219,69908,2,1,1.39,0.0217,4,0,2,1.39,0.0217,4
204417,1,100,,,216,57714,3,0,4.16,0.0937,3.5,0,3,4.16,0.0937,3.5
205406,1,219,,,219,120665,3,1,1.95,0.1042,4,0,3,1.95,0.1042,4
205528,1,69,3.57,191.77,219,67269,3,1,0.69,0.0005,4.5,0,3,0.69,0.0005,4.5
206244,1,219,,,219,6774,3,0,3.26,0.0904,4,0,3,3.26,0.0904,4
206256,1,219,,,127,7422,3,1,3.14,0.1601,3,0,3,3.14,0.1601,3
206601,1,219,,,100,22776,3,1,2.3,0.0277,3,0,3,2.3,0.0277,3
206772,1,219,,,219,23618,2,1,1.39,0.125509244,2.5,0,2,1.39,0.125509244,2.5
