,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
107,37707,2013-05-11 18:57:31,5,219,,,219,113327,2,3.5,1,1.1,0.5579,4.78,1,149.0,0,492,1,0,2,0,1,1,-12.8925,8.25,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,20.0,0,,0
108,37764,2013-04-04 22:26:57,25,215,,,219,98736,4,4.5,1,5.63,0.1177,5.91,10,209.55,1,5143,7,88,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
109,37813,2012-12-09 14:11:33,5,219,,,219,17633,4,4.0,1,5.86,0.1356,5.95,16,249.0,0,5143,1,12,2,2,1,1,,,1,,,,0.0,1.0,,0.0,0.0,,,1.0,,1.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0
110,38053,2013-04-27 14:50:40,5,219,,,219,30487,2,2.5,1,2.89,0.1782,4.53,32,76.0,0,7384,1,8,3,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
111,38326,2013-06-17 09:53:42,5,219,,,219,15994,4,3.5,0,5.68,0.1584,0.0,22,159.0,1,4562,1,16,2,0,1,0,,221.16,0,0.0,0.0,16.0,0.0,0.0,,,,,,1.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
112,38582,2013-04-28 09:32:07,5,219,,,219,31169,5,4.5,1,5.73,0.1377,6.21,4,1062.0,0,5143,3,3,1,0,1,0,,2564.94,0,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
113,38943,2013-06-20 20:44:59,5,219,,,219,126904,3,4.0,1,3.26,0.0086,0.0,31,253.0,0,22851,1,51,2,0,1,1,,266.51,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
114,39335,2013-03-05 07:43:24,14,100,,,219,36650,3,4.5,1,4.25,,5.26,35,110.04,0,28145,3,1,2,0,1,0,,2076.53,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
115,39704,2012-11-19 22:15:35,1,13,,,219,85514,3,3.5,0,3.26,0.0693,5.09,16,170.49,0,4138,3,45,2,0,1,1,,,0,,,,-1.0,0.0,2.0,-1.0,0.0,2.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
116,40146,2012-11-30 15:26:28,5,219,,,219,29163,3,4.0,1,2.3,0.0964,4.63,9,99.0,0,22380,3,33,1,0,1,0,,868.29,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
117,40385,2013-04-22 12:38:18,24,216,,,93,41638,3,4.0,0,4.13,0.1204,4.41,15,242.35,0,10212,3,82,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
118,40566,2013-04-05 15:51:46,5,219,3.76,265.88,219,41677,3,4.5,1,2.64,0.1555,4.73,13,120.0,0,5888,1,27,2,0,1,1,,748.46,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
119,40808,2013-04-01 11:14:25,5,219,,,219,133085,4,4.5,1,1.39,0.0493,4.93,1,160.0,1,9179,8,61,1,0,1,0,,617.91,0,,,,0.0,0.0,26.0,1.0,0.0,73.0,,,,,,,,,,,,,1.0,0.0,26.0,0,,0
120,41092,2013-02-24 14:50:19,5,219,,,219,126997,2,3.5,1,1.1,0.0136,4.13,15,34.0,0,22097,1,28,2,0,1,0,,469.92,1,,,,0.0,0.0,,,,,,,,1.0,0.0,47.0,,,,,,,,,,0,,0
121,41382,2013-06-06 20:13:52,5,219,,,219,2125,3,4.5,1,2.77,,0.0,31,125.0,0,16213,5,9,2,2,1,0,,2343.04,1,,,,0.0,0.0,,0.0,0.0,6.0,,,,,,,,,,,,,0.0,0.0,,0,,0
122,41751,2013-01-26 21:52:31,12,99,,,219,120172,0,4.0,0,0.0,,4.97,15,115.78,0,11967,1,88,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
123,41884,2012-12-23 17:37:46,5,219,,,219,68176,4,3.5,1,1.61,0.0536,4.93,4,109.0,1,14506,3,2,2,0,1,0,,201.01,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
124,42137,2013-03-29 06:38:54,14,100,,,55,96490,5,4.0,0,5.39,0.016,6.09,16,354.83,0,10979,4,114,2,0,1,0,,3552.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
125,42218,2013-01-17 08:42:03,14,100,,,100,115562,4,4.0,1,4.74,0.0691,5.36,16,120.71,0,2142,1,0,2,0,1,1,,,0,,,,0.0,0.0,15.0,,,,,,,0.0,0.0,14.0,,,,,,,-1.0,0.0,15.0,0,,0
126,42338,2013-03-22 11:35:14,5,35,,,35,131811,3,4.0,0,3.4,0.1788,4.84,7,115.0,0,9909,1,0,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,389.85,1
127,42895,2013-06-13 11:35:23,5,219,4.11,420.07,219,123377,3,4.5,1,3.58,0.0233,0.0,21,129.0,0,27236,1,4,1,0,1,0,,593.92,0,,,,,,,1.0,0.0,7.0,,,,1.0,0.0,7.0,,,,,,,1.0,0.0,7.0,0,,0
128,44128,2013-02-23 20:32:22,5,219,,,219,121990,2,3.0,0,1.39,,4.32,29,60.0,0,22618,1,1,1,0,1,0,,51.74,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
129,44270,2013-02-26 22:43:16,15,55,,,216,83767,4,4.5,0,3.5,0.0089,5.56,22,210.22,1,28172,6,164,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
130,44332,2013-03-06 14:42:54,32,220,3.67,215.04,92,99043,3,0.0,0,1.39,,4.32,34,48.1,0,3402,2,50,1,0,1,1,,4802.97,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
131,44568,2012-11-25 20:04:26,24,216,,,215,32750,3,4.0,1,4.78,0.0159,5.26,24,72.17,1,2303,1,33,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,2.0,,,,0,,0
132,45823,2013-01-11 12:30:25,5,219,,,70,95940,2,3.5,0,3.81,0.0155,4.94,3,94.0,0,22592,4,162,2,0,1,1,,3675.28,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
133,46102,2013-06-09 15:14:58,5,219,,,53,32091,5,5.0,1,2.3,0.0494,0.0,3,330.0,0,20965,1,258,2,0,1,1,,10377.88,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
134,46141,2012-12-02 13:57:05,5,219,,,219,59263,3,4.0,1,1.39,,4.91,27,97.0,0,19069,3,32,3,0,1,1,-33.4454,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
135,46456,2013-02-20 13:43:27,5,219,,,219,89820,2,3.5,0,0.69,0.0328,4.46,19,69.0,0,3715,2,90,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
136,47548,2013-06-09 22:05:19,5,219,,,219,131110,4,4.5,1,3.37,0.0299,0.0,14,379.0,0,13539,2,33,2,0,1,1,,146.37,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
137,48009,2013-03-31 19:49:38,5,219,,,219,11394,2,3.5,1,1.79,0.0509,4.98,3,146.0,0,23714,7,46,2,0,1,0,,2558.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
138,48108,2013-05-06 04:17:54,5,219,,,219,121104,3,4.0,1,1.95,0.79,4.95,4,134.0,0,20395,1,5,2,0,1,1,,1104.45,1,,,,-1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,0,,0
139,48146,2013-02-23 06:52:23,5,212,,,219,99130,5,3.5,0,4.73,0.2254,5.99,31,277.0,1,25426,4,40,4,0,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,1.0,,,,,,,,0.0,0.0,5.0,1,,0
140,48247,2013-01-31 21:16:09,5,219,,,100,42207,3,4.5,1,4.33,0.2431,5.05,33,88.0,0,17311,3,65,2,2,1,1,,2174.5,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
141,48507,2013-05-05 18:06:21,5,219,,,31,32377,2,3.5,0,6.36,0.1937,4.7,22,143.0,0,7573,2,61,3,1,1,1,,3948.74,1,,,,,,,,,,,,,1.0,0.0,10.0,,,,,,,,,,0,,0
142,49036,2013-03-27 06:56:10,5,219,,,219,18232,3,3.5,1,2.89,0.3364,4.69,8,85.0,0,18744,2,1,2,0,1,1,,190.43,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,4.0,0,,0
143,49189,2013-01-31 21:36:18,5,219,,,219,44197,4,4.0,1,4.81,,5.66,2,238.0,1,4447,6,63,2,2,1,0,,2697.42,0,,,,0.0,0.0,,0.0,0.0,8.0,,,,0.0,0.0,17.0,,,,,,,,,,0,,0
144,49566,2012-12-14 16:03:38,5,219,,,26,73444,3,2.5,0,3.58,0.1351,4.62,29,47.0,0,23682,1,42,4,0,2,1,,4273.37,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
145,49578,2013-03-21 07:26:56,5,219,,,219,118033,2,4.0,1,2.83,0.0257,4.39,10,80.0,0,2870,1,2,2,0,1,1,,178.31,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
146,49863,2013-01-14 17:20:20,5,219,,,219,120274,3,4.5,0,2.4,0.0092,5.32,36,168.0,0,7384,1,36,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
147,50590,2013-03-20 23:53:53,5,219,,,219,46655,2,3.5,1,1.79,0.0175,4.21,6,50.0,0,2518,3,2,2,0,1,1,-13.878,514.23,1,,,,,-1.0,,,,,,,,,,,,,,,,,,,,0,,0
148,50596,2012-11-26 09:26:16,5,229,3.41,107.38,229,83358,3,4.0,0,3.26,0.3809,4.64,8,70.0,1,20361,3,26,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
149,50749,2013-04-26 20:19:47,5,219,,,219,95122,3,4.0,1,3.0,0.0035,4.64,29,83.0,1,7473,9,50,2,2,1,0,,812.46,1,,,,,1.0,,1.0,0.0,17.0,,,,0.0,0.0,,,,,,,,,,,0,,0
150,50767,2013-03-20 16:22:13,18,129,,,23,61905,3,3.0,0,1.95,0.0332,5.22,21,386.7,0,26993,2,124,2,2,1,0,,1099.95,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
151,50771,2013-02-05 07:57:59,5,129,,,56,71024,4,4.0,0,5.23,0.1125,5.45,35,160.0,0,16822,3,10,2,0,1,1,,,1,1.0,0.0,5.0,,,,,,,,,,0.0,0.0,6.0,-1.0,0.0,6.0,,1.0,,,,,0,,0
152,50981,2013-01-17 15:27:51,18,32,,,129,18338,4,4.0,1,2.2,0.0232,5.33,31,185.95,0,22417,1,2,2,0,1,1,,97.53,0,,,,,,,,,,,,,,,,-1.0,0.0,6.0,-1.0,0.0,7.0,,,,0,,0
153,51019,2013-03-18 07:20:41,5,219,,,219,115431,2,3.0,1,1.79,0.1284,4.41,6,70.0,0,3861,4,10,2,0,1,1,,825.35,1,,,,-1.0,0.0,14.0,,1.0,,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0
154,52859,2013-03-03 14:50:12,5,219,,,219,67800,3,4.5,1,1.1,0.0234,4.92,24,195.0,0,5903,1,19,2,0,1,1,,75.53,1,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,1.0,,0,,0
155,53509,2013-05-19 22:48:30,5,219,,,219,70302,2,3.5,0,4.01,0.0531,4.88,26,150.0,0,25737,3,11,2,2,1,1,,300.06,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
156,53592,2012-11-17 03:31:42,5,219,3.5,276.64,219,55672,2,3.5,1,0.0,0.0554,4.19,2,66.0,0,22170,1,3,2,1,1,0,,282.13,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
157,53785,2013-05-08 12:53:54,5,219,,,219,15609,4,4.0,1,4.17,0.4028,5.32,26,189.0,0,570,2,52,5,2,2,1,,1888.6,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
158,54309,2013-01-26 08:33:03,5,219,,,219,12439,2,4.0,1,1.1,,4.36,14,119.0,0,16842,1,186,2,2,1,0,,236.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
159,54410,2013-04-20 18:48:16,14,100,,,100,27885,2,4.0,1,3.53,0.1264,4.94,21,92.54,0,18948,1,19,2,0,1,1,-13.6218,471.92,0,,,,0.0,0.0,6.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
160,54710,2013-05-13 02:57:23,5,219,,,129,44411,4,4.0,0,1.1,0.0,5.11,34,73.0,0,19968,6,40,1,0,1,0,,4965.91,0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,0,,0
161,54861,2013-05-10 17:00:21,16,31,,,31,114078,4,3.5,0,3.69,0.0197,4.94,8,85.74,0,6785,1,0,2,0,1,1,,2.23,0,,,,,,,,,,,,,1.0,0.0,11.0,1.0,0.0,11.0,1.0,0.0,11.0,1.0,0.0,9.0,0,,0
162,55124,2013-05-07 07:37:29,14,100,,,215,41346,3,3.5,0,6.15,0.6512,5.4,19,132.44,1,27969,4,4,1,0,1,1,,4993.71,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
163,55303,2013-02-14 09:16:42,5,219,,,219,34151,4,4.5,1,5.15,0.28300000000000003,5.56,9,159.0,0,9402,2,29,2,0,2,1,,1375.08,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,81.0,,,,,,,0.0,0.0,,0,,0
164,55529,2013-03-22 11:49:37,14,100,,,55,76209,3,3.5,0,1.39,0.0122,4.68,30,70.37,0,10010,1,68,1,0,1,0,,4765.52,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
165,56423,2013-01-16 17:20:42,14,100,,,100,20303,2,4.0,1,1.79,0.1004,4.77,2,126.79,0,27605,1,2,2,0,1,1,,104.89,0,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
166,56690,2013-01-21 14:54:01,5,219,,,219,124733,4,4.5,0,2.77,0.2784,5.38,2,109.0,0,28010,2,4,1,0,5,1,,,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
167,56714,2012-11-06 19:46:12,5,219,,,219,5282,4,3.0,1,2.3,,4.69,26,102.0,1,10023,3,58,2,2,1,1,,289.12,0,,,,,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,35.0,0,,0
168,57286,2013-04-25 06:07:36,5,219,,,219,76426,3,5.0,0,2.48,0.018000000000000002,5.02,35,227.0,0,19194,2,51,2,0,1,1,,525.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
169,57576,2013-03-26 07:50:36,5,219,,,219,46478,0,2.5,1,3.66,0.3744,4.85,37,62.0,0,19901,1,9,2,0,1,1,,134.96,0,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,,,,,0,,0
170,57897,2013-03-03 16:12:53,5,219,,,219,42609,4,4.0,1,4.42,0.7264,5.65,4,295.0,1,4060,4,95,4,0,1,1,,170.09,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
171,58037,2013-06-01 18:36:15,2,56,,,31,22920,3,4.0,0,3.56,,4.79,10,77.98,0,24860,3,5,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
172,58254,2013-04-04 16:18:12,15,55,3.26,128.42,31,20366,4,4.0,0,2.64,0.0052,5.21,18,57.89,0,15620,1,149,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
173,58288,2012-12-03 14:54:01,5,2,,,219,53341,4,4.0,1,2.56,0.1238,5.19,2,97.0,0,23246,2,14,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,29.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
174,58372,2012-12-25 13:10:34,5,219,,,219,60808,0,5.0,1,2.4,0.0925,4.3,13,64.0,0,7444,2,17,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
175,58539,2013-01-17 20:52:29,24,216,,,117,75847,4,4.0,1,4.11,0.0479,4.79,20,86.69,1,15669,2,4,1,1,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,47.0,,,,,,,,,,0,,0
176,58662,2013-05-21 23:48:55,32,220,,,99,82144,4,4.0,1,1.61,,5.17,16,133.32,0,3544,2,93,2,1,1,1,,8873.28,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,3.0,1.0,0.0,20.0,,,,0,,0
177,59198,2013-06-26 17:13:22,5,219,,,219,26387,3,2.5,1,1.79,,0.0,28,75.0,0,22984,1,2,1,0,1,1,,1692.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
178,59345,2013-03-15 07:03:09,5,219,,,219,83616,3,5.0,1,2.83,0.006,5.45,19,167.0,0,10775,4,5,2,0,1,0,,713.34,0,,,,,,,1.0,0.0,4.0,,,,,1.0,,,,,,,,,1.0,,0,,0
179,60265,2013-02-03 11:54:26,5,219,,,219,118494,2,4.5,1,1.1,0.0209,4.7,19,106.0,0,27669,2,12,2,0,1,1,,59.04,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
180,60533,2012-11-17 14:20:36,5,219,,,219,135446,3,4.5,1,2.83,0.4425,4.97,18,104.0,0,22134,4,4,1,1,1,0,,224.84,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
181,60616,2013-05-20 14:41:39,5,219,,,219,48492,3,4.5,1,2.4,0.0279,5.32,8,125.0,0,11120,4,8,2,3,1,0,,2081.7,0,,,,,,,,,,,,,-1.0,0.0,6.0,,,,,,,,,,0,,0
182,60733,2012-12-12 15:48:07,15,129,2.6,88.99,73,47876,3,3.5,0,2.94,0.1448,5.04,7,172.78,0,10143,4,26,1,0,1,0,,244.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
183,60793,2012-12-20 00:30:10,24,216,,,219,139845,3,4.5,1,2.4,,4.73,25,68.85,0,12449,1,16,2,0,1,1,,,0,,,,0.0,0.0,,0.0,1.0,7.0,,,,,,,,,,,,,0.0,0.0,,0,,0
184,62409,2012-12-12 11:52:30,9,59,,,216,40713,3,4.0,0,3.97,0.0228,4.57,29,52.03,0,18659,1,15,1,0,1,1,,7269.64,0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
185,62678,2013-04-01 10:52:18,15,55,,,132,96480,5,4.5,1,5.89,0.1596,6.21,8,455.38,0,1815,2,1,2,0,1,0,,,0,0.0,0.0,,,,,,1.0,,,,,0.0,0.0,,,1.0,,0.0,0.0,,0.0,0.0,,0,,0
186,63191,2013-03-02 20:01:05,14,100,,,31,43610,5,4.5,1,6.82,0.0971,6.12,9,371.06,0,15620,5,86,2,1,1,0,,4998.01,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
187,63325,2013-06-24 20:57:27,5,219,,,219,115547,3,4.5,1,2.77,0.2885,0.0,28,199.0,0,20820,1,7,2,0,1,0,,1083.41,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
188,63444,2013-03-08 07:35:27,5,219,,,32,84614,3,3.5,0,3.89,0.2419,5.2,24,147.0,0,6311,4,25,1,0,1,0,,5325.07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
189,63998,2013-01-13 17:49:06,14,100,,,100,59253,3,3.5,1,2.4,0.2176,5.12,2,155.36,0,16953,1,35,2,2,1,0,,148.22,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
190,64090,2013-06-18 12:47:50,5,33,,,15,66153,4,4.5,0,2.94,0.0441,0.0,12,331.0,0,8660,4,15,2,4,1,0,,,1,,,,,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
191,64718,2013-04-29 08:09:29,5,219,,,219,5366,3,2.5,1,2.4,0.0376,4.45,22,64.0,0,26049,2,5,2,0,1,1,,485.72,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
192,65110,2013-01-06 11:59:09,5,219,,,31,113627,0,4.5,0,6.75,0.5569,4.76,9,137.0,0,6285,1,260,1,0,1,0,,6322.78,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
193,65192,2013-02-26 21:14:25,5,219,,,219,56050,3,4.0,1,2.77,0.121,4.59,32,145.0,0,19222,1,28,2,0,1,0,,58.94,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
194,65289,2013-04-01 18:36:09,5,219,,,219,137042,4,4.5,1,4.77,0.2322,5.32,8,279.0,0,12452,2,15,2,0,1,0,,30.27,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
195,65436,2013-05-05 09:53:03,5,55,,,99,43209,4,4.0,1,2.77,0.0008,5.16,27,156.0,0,13292,4,32,2,0,1,1,,,1,,1.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,2.0,,,,0,,0
196,66249,2013-03-04 12:49:56,16,31,,,31,51732,5,4.5,0,4.14,0.2554,6.12,13,433.76,0,24742,2,25,2,1,1,1,,180.48,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
197,66307,2013-04-15 11:21:18,5,219,,,219,82079,2,4.0,1,1.1,0.0327,4.3,12,60.0,1,18111,3,94,3,2,2,1,,635.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
198,67741,2013-03-26 00:34:18,24,216,,,215,94063,4,4.0,1,6.16,0.5555,5.25,12,258.57,0,12432,1,45,2,0,1,1,,,1,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0,,0
199,68064,2013-06-02 10:41:14,14,99,,,129,107783,4,4.5,0,0.0,0.0086,4.72,8,83.86,0,28398,1,5,2,0,2,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,1,192.36,1
200,68348,2013-06-11 13:53:17,14,100,3.63,243.61,219,78200,3,3.5,1,0.0,0.0039,0.0,2,90.29,0,13539,3,32,2,2,1,1,,258.38,0,,,,0.0,0.0,,-1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
201,68555,2012-11-25 04:03:43,14,5,,,18,94640,5,4.5,0,0.69,0.0001,6.21,13,1585.26,0,6695,7,98,2,2,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
202,69159,2012-11-25 19:35:13,15,55,,,154,124732,3,3.5,0,4.32,0.0962,4.81,37,64.11,0,9380,3,55,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
203,69965,2013-02-06 22:02:09,5,219,,,88,63910,3,4.5,1,0.69,0.0046,5.26,4,159.0,0,20531,2,8,1,0,1,1,,1478.45,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
204,70504,2012-11-29 20:53:56,5,219,,,219,135695,3,4.0,1,3.09,0.0503,5.12,30,119.0,0,20874,2,7,2,0,1,1,,812.98,0,,,,1.0,0.0,29.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
205,70520,2013-03-15 20:01:55,5,219,,,219,74630,3,3.5,1,2.48,0.0177,4.83,18,113.0,0,4599,1,2,2,0,1,0,,2328.66,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
206,70546,2013-03-13 11:33:04,28,206,,,219,32887,4,4.0,0,5.08,0.0306,5.89,27,279.58,1,4562,2,37,2,0,1,1,,,0,,,,0.0,0.0,,1.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,0.0,0.0,10.0,0,,0
207,71080,2013-03-12 20:38:32,10,4,,,219,58141,3,3.5,1,1.39,,4.98,14,122.51,0,27752,7,7,2,0,1,0,,,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
208,71819,2012-12-21 23:25:50,12,99,,,99,117586,4,4.5,0,2.08,,4.65,27,120.02,0,5875,3,8,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
209,72009,2013-05-14 23:33:06,22,92,,,220,23328,5,4.0,1,5.02,0.5064,5.72,3,313.69,0,1238,1,9,1,1,2,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
210,72192,2013-02-08 08:13:08,5,219,,,219,62945,2,4.0,1,1.95,0.0059,4.16,33,130.0,0,8361,5,12,4,0,2,0,,1251.26,1,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,4.0,0,,0
211,72206,2013-02-04 17:31:27,5,219,,,219,139366,4,4.5,0,5.8,0.6034,6.0,19,296.0,1,24700,2,179,2,0,1,1,,136.85,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
212,72441,2013-01-02 08:38:28,5,219,,,219,47162,3,4.5,1,2.89,0.1814,4.73,27,85.0,0,18111,1,8,2,0,2,1,,202.88,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,189.7,1
213,72916,2013-06-11 12:44:03,14,100,3.72,305.84,99,90299,4,4.5,1,6.08,0.2918,0.0,19,276.77,0,23431,1,37,2,0,1,1,,3427.87,1,1.0,0.0,6.0,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,0,,0
214,73030,2012-12-17 14:26:34,22,219,,,219,120379,2,4.5,1,1.79,0.0932,3.8,7,40.59,1,13073,1,2,2,0,1,0,,337.5,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
215,73761,2012-12-24 06:57:33,5,33,2.75,108.88,33,9407,4,3.0,1,3.74,0.3847,5.23,10,133.0,0,21151,1,5,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
216,74373,2013-02-01 15:52:41,14,100,,,100,88177,3,4.5,0,2.3,,4.99,20,86.3,1,6080,2,49,2,0,1,1,,124.12,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
217,74393,2013-01-27 19:18:39,11,103,,,39,61111,4,4.0,1,2.64,0.0043,5.6,29,298.89,0,15122,7,232,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
218,74491,2013-03-18 07:50:03,5,219,,,31,7190,4,4.5,1,1.95,0.0254,4.86,15,81.0,1,7451,1,45,5,0,2,1,,4949.66,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,13.0,,,,0,,0
